,Unnamed: 0,Date,Title,Return
99500,99500,2011-12-15, IMF chief warns no country immune from crisis ,0.0032431003656709922
99501,99501,2011-12-15, IMF OKs 3.9 billion euro tranche for Ireland ,0.0032431003656709922
99502,99502,2011-12-15, Analysis: Can Zynga break free from Facebook? ,0.0032431003656709922
99503,99503,2011-12-15, Italy government calls confidence vote on austerity ,0.0032431003656709922
99504,99504,2011-12-15, Italy's Monti faces confidence vote on austerity ,0.0032431003656709922
99505,99505,2011-12-15, Jetblue orders 86 Pratt engines for Airbus jets ,0.0032431003656709922
99506,99506,2011-12-15, JPMorgan Chase cleans up checking account fee list ,0.0032431003656709922
99507,99507,2011-12-15," Kroger sees hit, then gain, as pension plans merge ",0.0032431003656709922
99508,99508,2011-12-15, Insight: Trading EU summits - Hope to despair and back again ,0.0032431003656709922
99509,99509,2011-12-15," Encouraging data stabilize stocks, euro rises on U.S. data ",0.0032431003656709922
99510,99510,2011-12-15," Market ignores Europe, rises on U.S. data ",0.0032431003656709922
99511,99511,2011-12-15, Stephen Cannon named CEO of Mercedes-Benz USA ,0.0032431003656709922
99512,99512,2011-12-15," Morgan Stanley to cut 1,600 jobs ",0.0032431003656709922
99513,99513,2011-12-15," ECB's Noyer says French downgrade ""not justified"" ",0.0032431003656709922
99514,99514,2011-12-15, Olympus aims for extraordinary shareholders' meeting March-April ,0.0032431003656709922
99515,99515,2011-12-15, Olympus ex-CEO attacks Japan investors as comeback bid struggles ,0.0032431003656709922
99516,99516,2011-12-15, Olympus president: wants company to stay independent ,0.0032431003656709922
99517,99517,2011-12-15, Olympus president: reinstating Woodford is an option ,0.0032431003656709922
99518,99518,2011-12-15, Woodford discussed recapitalizing Olympus with bankers ,0.0032431003656709922
99519,99519,2011-12-15, Woodford says would recapitalize Olympus within few months ,0.0032431003656709922
99520,99520,2011-12-15, OPEC oil deal puts Saudi back in charge ,0.0032431003656709922
99521,99521,2011-12-15, Holiday retail sales look brighter than before ,0.0032431003656709922
99522,99522,2011-12-15," RIM delays QNX phones, offers dismal outlook ",0.0032431003656709922
99523,99523,2011-12-15, Instant view: RIM profit drops 27 percent; shipments seen down ,0.0032431003656709922
99524,99524,2011-12-15, Salesforce.com enters HR software business ,0.0032431003656709922
99525,99525,2011-12-15, SEC looking to appeal blocked Citigroup settlement: report ,0.0032431003656709922
99526,99526,2011-12-15, Southwest out to re-widen its cost advantage ,0.0032431003656709922
99527,99527,2011-12-15, S&P cuts ratings of 10 Spanish banks ,0.0032431003656709922
99528,99528,2011-12-15, Spain looks safer than Italy as borrowing costs fall ,0.0032431003656709922
99529,99529,2011-12-15, Industrial output sees first drop since April ,0.0032431003656709922
99530,99530,2011-12-15," Zynga prices shares at $10, top end of range: IFR ",0.0032431003656709922
99531,99531,2011-12-16," Adobe results beat Street view, shares rise ",0.0032161498496299235
99532,99532,2011-12-16, Angry Birds maker eyes 2013 Hong Kong IPO: report ,0.0032161498496299235
99533,99533,2011-12-16, McColl: Bank of America on right path ,0.0032161498496299235
99534,99534,2011-12-16," Fitch cuts Goldman, Deutsche, five other large banks ",0.0032161498496299235
99535,99535,2011-12-16, Moody's cuts Belgium ratings by 2 notches ,0.0032161498496299235
99536,99536,2011-12-16, BP settles with spill blow-out preventer maker Cameron ,0.0032161498496299235
99537,99537,2011-12-16, Cablevision could be in play as Rutledge quits ,0.0032161498496299235
99538,99538,2011-12-16, Cablevision down 15 percent as executive quits ,0.0032161498496299235
99539,99539,2011-12-16, Deutsche Bank starts asset manager sale: sources ,0.0032161498496299235
99540,99540,2011-12-16, Analysis: AT&T case could dash Diageo's U.S. whiskey dreams ,0.0032161498496299235
99541,99541,2011-12-16," Inflation eases, creates space for Fed stimulus ",0.0032161498496299235
99542,99542,2011-12-16, Instant view: Consumer prices flat in November ,0.0032161498496299235
99543,99543,2011-12-16," Analysis: Emerging borrowers face rollover risk, default threat ",0.0032161498496299235
99544,99544,2011-12-16," EU sets out ""compact"" for tighter fiscal rules ",0.0032161498496299235
99545,99545,2011-12-16," Fitch: comprehensive euro zone deal ""beyond reach"" ",0.0032161498496299235
99546,99546,2011-12-16," Fitch may cut France, 6 other euro zone countries ",0.0032161498496299235
99547,99547,2011-12-16, Dudley: Fed's dollar lines shield U.S. from Europe ,0.0032161498496299235
99548,99548,2011-12-16," Fed has no plans to help Europe, Dudley says ",0.0032161498496299235
99549,99549,2011-12-16," Europe crisis ""serious risk"" to outlook: Treasury ",0.0032161498496299235
99550,99550,2011-12-16," Regulators sue former top Fannie, Freddie execs ",0.0032161498496299235
99551,99551,2011-12-16," UK, France clash over their economic performance ",0.0032161498496299235
99552,99552,2011-12-16, Exclusive: Google CEO's inner circle: Meet the L Team ,0.0032161498496299235
99553,99553,2011-12-16, Jury still out on Greek bond deal: troika official ,0.0032161498496299235
99554,99554,2011-12-16, No guarantee Greek debt swap will go through: troika source ,0.0032161498496299235
99555,99555,2011-12-16, Investors falling out of love with hedge funds ,0.0032161498496299235
99556,99556,2011-12-16, Layoffs hit Soros investment company ,0.0032161498496299235
99557,99557,2011-12-16," Monti wins vote, says not in despair about Italy ",0.0032161498496299235
99558,99558,2011-12-16, Monti wins vote on Italian austerity package ,0.0032161498496299235
99559,99559,2011-12-16, Investors target JPMorgan over $95 billion of RMBS ,0.0032161498496299235
99560,99560,2011-12-16," Global stocks mixed, euro flat on downgrade fears ",0.0032161498496299235
99561,99561,2011-12-16, Analysis: More euro zone banks risk money markets freeze ,0.0032161498496299235
99562,99562,2011-12-16, Wall Street rally fades after warnings on Europe ,0.0032161498496299235
99563,99563,2011-12-16, MF Global prober: much to do before money returned ,0.0032161498496299235
99564,99564,2011-12-16, James Murdoch looks lonelier after week of probes ,0.0032161498496299235
99565,99565,2011-12-16, Corrected:Bill Gross can't stop bleeding from flagship bond fund ,0.0032161498496299235
99566,99566,2011-12-16, BlackBerry delay darkens RIM's future ,0.0032161498496299235
99567,99567,2011-12-16, Galaxy and iPhone to top smartphone holiday sales ,0.0032161498496299235
99568,99568,2011-12-16, Stanford competent to stand trial: prosecutors ,0.0032161498496299235
99569,99569,2011-12-16, WTO approves Russia's membership after marathon ,0.0032161498496299235
99570,99570,2011-12-16," Fed's Fisher says further monetary easing is ""wrong path"" ",0.0032161498496299235
99571,99571,2011-12-16," World Bank chief ""troubled"" by British-French exchanges ",0.0032161498496299235
99572,99572,2011-12-16," Zynga falters in debut, sheds doubt on IPO market ",0.0032161498496299235
99573,99573,2011-12-16, Timeline: How Zynga became a $9 billion company ,0.0032161498496299235
99574,99574,2011-12-17, McColl: Bank of America on right path ,0.0
99575,99575,2011-12-17, Moody's cut means Belgium must hit deficit goal ,0.0
99576,99576,2011-12-17, Moody's cuts Belgium ratings by 2 notches ,0.0
99577,99577,2011-12-17," Comprehensive euro zone deal ""beyond reach"": Fitch ",0.0
99578,99578,2011-12-17," Britain, France clash over economic performance ",0.0
99579,99579,2011-12-17," Global stocks mixed, euro flat on downgrade fears ",0.0
99580,99580,2011-12-17, Analysis: Brazil's oil boom could see its first bust ,0.0
99581,99581,2011-12-17, Analysis: Could RIM's survival mean abandoning the BlackBerry? ,0.0
99582,99582,2011-12-17, Sweden says fiscal pact rules should only affect euro zone ,0.0
99583,99583,2011-12-17, Deadline looms for UBS Australia pay agreement - sources ,0.0
99584,99584,2011-12-17," Fisher says more Fed easing is ""wrong path"" ",0.0
99585,99585,2011-12-17, Time short for S&P to end 2011 higher ,0.0
99586,99586,2011-12-17, WTO ends meeting with no move forward on Doha ,0.0
99587,99587,2011-12-17," Silver Lake, Microsoft working on new Yahoo stake offer: source ",0.0
99588,99588,2011-12-18," As markets plunge, Asia's wealthy flock to art ",0.0
99589,99589,2011-12-18," UK's EU veto ""largely political"": coalition minister ",0.0
99590,99590,2011-12-18," China to keep ""appropriate"" investment growth in 2012-planner ",0.0
99591,99591,2011-12-18, China November housing inflation eases as tightening bites ,0.0
99592,99592,2011-12-18, Exclusive: CME Trust's charity grants halt on MF failure ,0.0
99593,99593,2011-12-18," ECB's Draghi puts hopes on EFSF bailout fund, rules ",0.0
99594,99594,2011-12-18, U.S. housing heals even as its damage widens ,0.0
99595,99595,2011-12-18, EU finance ministers to hold teleconference on Monday ,0.0
99596,99596,2011-12-18," Eurozone to push on with crisis steps, Fitch doubts outcome ",0.0
99597,99597,2011-12-18, Italy minister says no other emergency budget on sight ,0.0
99598,99598,2011-12-18, Eurozone bank failures could cause U.S. credit squeeze: Kaufman ,0.0
99599,99599,2011-12-18, Exxon mulls $10.9 billion approach for Gulf Keystone: report ,0.0
99600,99600,2011-12-18, Germany may pay full ESM contribution in 2012: report ,0.0
99601,99601,2011-12-18," Gold to drop in Q1, far from retesting record high: Reuters poll ",0.0
99602,99602,2011-12-18," Italian budget in home stretch, unions on warpath ",0.0
99603,99603,2011-12-18, Insight: CME's Duffy vs MF Global's Corzine: A question of trust ,0.0
99604,99604,2011-12-18, Olympus offices to be raided this week: report ,0.0
99605,99605,2011-12-18, Qantas agrees pay deal with engineers' union ,0.0
99606,99606,2011-12-18, Qantas agrees pay deal with engineers union: report ,0.0
99607,99607,2011-12-18, U.S. offers 11 Swiss banks deal to end tax row: paper ,0.0
99608,99608,2011-12-18, Trafigura earned record $1.1 bln in 2011: report ,0.0
99609,99609,2011-12-18, Analysis: Economy shedding debt but shackled by pessimism ,0.0
99610,99610,2011-12-18, Modification blunders bedevil U.S. housing recovery ,0.0
99611,99611,2011-12-18, Keystone pipe outlook no rosier after Senate vote ,0.0
99612,99612,2011-12-18, Time short for S&P to end 2011 higher ,0.0
99613,99613,2011-12-19," AT&T, T-Mobile asset sales talks go cold: report ",-0.011732825699560244
99614,99614,2011-12-19, AT&T drops $39 billion bid to buy T-Mobile USA ,-0.011732825699560244
99615,99615,2011-12-19, Bank of America shares close below $5 ,-0.011732825699560244
99616,99616,2011-12-19," UK, Germany try to heal wounds left by EU treaty veto ",-0.011732825699560244
99617,99617,2011-12-19, Britain refuses to take part in EU IMF fund: sources ,-0.011732825699560244
99618,99618,2011-12-19, Caterpillar sees steady growth ,-0.011732825699560244
99619,99619,2011-12-19," Analysis: China's ""severe"" export outlook ",-0.011732825699560244
99620,99620,2011-12-19, ECB's Draghi says Q1 market pressure serious for euro zone ,-0.011732825699560244
99621,99621,2011-12-19," Highlights: ECB's Draghi says euro is ""irreversible"" ",-0.011732825699560244
99622,99622,2011-12-19, No Christmas let-up as EU battles to save euro ,-0.011732825699560244
99623,99623,2011-12-19, Eldorado to buy European Goldfields for $2.4 billion ,-0.011732825699560244
99624,99624,2011-12-19, Markets may play jilted lover in euro zone drama ,-0.011732825699560244
99625,99625,2011-12-19, Berlin plays down talk of full ESM payment in 2012 ,-0.011732825699560244
99626,99626,2011-12-19, Euro zone IMF loan target in danger as UK declines help ,-0.011732825699560244
99627,99627,2011-12-19, ECB to protect banks but won't step up bond ,-0.011732825699560244
99628,99628,2011-12-19, Exclusive: Falcone's wireless company running out of cash ,-0.011732825699560244
99629,99629,2011-12-19, Lacker sees no need for Fed to ease ,-0.011732825699560244
99630,99630,2011-12-19, Fed bank oversight rules expected this week: source ,-0.011732825699560244
99631,99631,2011-12-19," Investors brace for 2012 with higher cash, stocks: Reuters poll ",-0.011732825699560244
