Date,temp_max,temp_min,feels_like,uniform,normal,Close
2006-10-20,17.549032258064518,16.310967741935485,16.486774193548385,0.771320643266746,-1.5279201235428104,1368.599976
2006-10-21,11.050000000000002,9.395833333333334,6.078333333333333,0.0207519493594015,0.1996627372500467,
2006-10-22,12.422083333333333,9.789583333333335,8.759583333333333,0.6336482349262754,-1.0069173548967343,
2006-10-23,12.283333333333333,10.502500000000001,7.824999999999999,0.7488038825386119,0.0623259996892921,1377.02002
2006-10-24,8.98625,7.232500000000002,3.366666666666667,0.4985070123025904,-0.1902500479845788,1377.380005
2006-10-25,9.707916666666664,7.955416666666667,4.147500000000001,0.22479664553084766,0.424936145053121,1382.219971
2006-10-26,8.867083333333333,7.181666666666668,3.6683333333333334,0.19806286475962398,-0.17190856743674007,1389.079956
2006-10-27,7.894999999999999,5.519583333333336,3.079166666666667,0.7605307121989587,-0.144125637144899,1377.339966
2006-10-28,14.856666666666664,12.6025,11.204166666666666,0.16911083656253545,1.227489122714371,
2006-10-29,10.133333333333331,8.854166666666666,3.4270833333333326,0.08833981417401027,0.07879751926136018,
2006-10-30,11.463333333333331,9.103333333333333,5.378333333333333,0.6853598183677972,1.242032654948651,1377.930054
2006-10-31,15.275416666666667,11.322916666666666,10.550833333333335,0.9533933461949365,-0.8118675338032718,1377.939941
2006-11-01,17.96666666666667,14.887083333333337,14.977500000000001,0.003948266327914451,0.4463302491595385,1367.810059
2006-11-02,12.639999999999999,10.097916666666665,8.605416666666665,0.5121922633857766,0.3568097224675486,1367.339966
2006-11-03,7.105416666666669,5.459583333333332,1.8358333333333334,0.8126209616521135,-0.4375784641107365,1364.300049
2006-11-04,5.83875,4.122916666666667,0.4937500000000001,0.6125260668293881,-1.1409017191026056,
2006-11-05,6.770833333333333,4.612500000000002,2.078333333333333,0.7217553174317995,-0.9452852689089866,
2006-11-06,9.574583333333335,6.269583333333333,4.3325,0.29187606817063316,0.33032309958080963,1379.780029
2006-11-07,12.282916666666663,9.4775,8.540833333333333,0.9177741225129434,0.9613501241388388,1382.839966
2006-11-08,14.889999999999999,13.242916666666666,13.1025,0.7145757833976906,0.24525987560935775,1385.719971
2006-11-09,16.904583333333335,14.896250000000002,14.917499999999999,0.5425443680112613,1.334988332078314,1378.329956
2006-11-10,15.675000000000004,13.27541666666667,11.707916666666668,0.14217004760152696,0.22821722845974368,1380.900024
2006-11-11,14.659999999999997,11.275416666666667,10.903333333333334,0.3733407600514692,-0.11498322539877626,
2006-11-12,16.174166666666665,13.616666666666667,13.792083333333336,0.6741336150663453,0.05065359767627282,
2006-11-13,15.03416666666667,12.211249999999998,10.09125,0.4418331744229961,0.810206470626853,1384.420044
2006-11-14,14.69666666666667,13.313749999999994,12.458333333333334,0.4340139933332937,1.1874146331628466,1393.219971
2006-11-15,15.74375,14.219166666666668,14.52375,0.6177669784693172,-1.7848019620503461,1396.569946
2006-11-16,18.162500000000005,15.724166666666667,16.520833333333332,0.5131382425543909,0.3586889215977234,1399.76001
2006-11-17,17.114583333333336,15.663333333333332,14.629583333333334,0.6503971819314672,0.129970642900805,1401.199951
2006-11-18,10.1125,8.798333333333334,5.757916666666666,0.6010389534045444,0.929266457040352,
2006-11-19,8.549583333333333,7.439583333333335,4.358749999999999,0.8052231968327465,0.3485123847643164,
2006-11-20,6.784583333333333,5.129166666666666,1.7145833333333336,0.5216471523936341,-0.6183026969502475,1400.5
2006-11-21,5.382083333333333,3.7954166666666675,0.0879166666666667,0.9086488808086682,-1.632744377250544,1402.810059
2006-11-22,7.453333333333333,4.441249999999999,-0.33833333333333343,0.3192360889885453,-1.3390421760551068,1406.089966
2006-11-23,7.852916666666668,4.970416666666667,0.84375,0.09045934927090737,-2.179949970687236,
2006-11-24,10.440416666666668,8.36625,5.070416666666667,0.30070005663620336,2.08518540505607,1400.949951
2006-11-25,8.742083333333333,6.137083333333336,3.686666666666667,0.11398436186354977,0.042089583978004094,
2006-11-26,10.6,6.569583333333333,6.112916666666666,0.8286813263076767,-0.2710579190472518,
2006-11-27,13.16666666666667,8.523749999999998,8.674583333333336,0.04689631938924976,-0.17039229895475372,1381.959961
2006-11-28,13.091666666666663,9.283333333333333,9.046249999999999,0.6262871483113925,0.07767256065381194,1386.719971
2006-11-29,12.584166666666667,10.728333333333333,9.621666666666668,0.5475861559192435,0.07869190569620478,1399.47998
2006-11-30,16.458333333333336,13.514583333333333,14.189166666666667,0.8192869956700687,-0.9760207757029873,1400.630005
2006-12-01,19.5125,15.936249999999996,17.107916666666668,0.1989475396788123,0.45654382939802307,1396.709961
2006-12-02,10.63625,9.016666666666666,4.9437500000000005,0.8568503024577332,-0.525133484796404,
2006-12-03,5.7437499999999995,3.8887500000000004,0.24041666666666664,0.3516526394320879,0.47352135313119936,
2006-12-04,4.982083333333334,3.3333333333333326,-1.1049999999999998,0.7546476915298572,-0.005810798708244445,1409.119995
2006-12-05,1.623333333333333,-0.2166666666666667,-4.680416666666667,0.2959617068796787,0.723225573428944,1414.76001
2006-12-06,4.182499999999999,1.7325,-1.6304166666666668,0.8839364795611863,0.2731474416382585,1412.900024
2006-12-07,9.843333333333334,7.781666666666666,4.7625,0.3255116378322488,-1.6142964156579422,1407.290039
